メニュー,platform,external_id,video_url,video_id,動画URL,投稿者,時間,食材,味,油感,特徴,詳細食材タグ,ingredient_categories,temperature,effort,dishes,knife,heat,thumbnail_url,ingredient_score,richness_score,taste_level
【手取り18万円上京OL】ほぼ150円弁当#自炊 #お弁当 #料理 #一人暮らし #簡単 #節約 #cooking #弁当 #lunchbox,youtube,66Yxo54I88o,https://www.youtube.com/watch?v=66Yxo54I88o,66Yxo54I88o,https://www.youtube.com/watch?v=66Yxo54I88o,みぃ | 手取り19万円上京OL,normal,挽肉、ベーコン、豆腐、卵、ほうれん草、ネギ、玉ねぎ,semi-rich,4,YouTube Data API収集,"minced_meat,bacon,tofu,egg,spinach,green_onion,onion",肉類;豆腐・大豆系;卵;葉物野菜;根菜,warm,4,3,true,true,https://i.ytimg.com/vi/66Yxo54I88o/maxresdefault.jpg,5.2,6.02,ややがっつり
巻かないロールキャベツ🍳#節約レシピ #一人暮らしごはん #cooking #ひとり暮らし #おうちごはん #自炊 #ロールキャベツ #料理,youtube,FDO3N12nIXg,https://www.youtube.com/watch?v=FDO3N12nIXg,FDO3N12nIXg,https://www.youtube.com/watch?v=FDO3N12nIXg,しゅう | 22時からつくる節約レシピ,normal,キャベツ,light,2,YouTube Data API収集,cabbage,葉物野菜,warm,5,3,true,true,https://i.ytimg.com/vi/FDO3N12nIXg/maxresdefault.jpg,1.0,2.3,あっさり
【時短料理はこうやって作ります】ノーカットでお届け/楽してうまい絶品レシピ/絶対作って！豚キャベツ豆腐のくたくた煮/ちくわのカレーマヨ焼き,youtube,sq_QJ53i6Ps,https://www.youtube.com/watch?v=sq_QJ53i6Ps,sq_QJ53i6Ps,https://www.youtube.com/watch?v=sq_QJ53i6Ps,LiLy's room,normal,白身魚、豆腐、ビーフン・フォー、キャベツ、マヨネーズ,rich,4,YouTube Data API収集,"whitefish,tofu,rice_noodles,cabbage,mayonnaise",魚介;豆腐・大豆系;麺;葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/sq_QJ53i6Ps/maxresdefault.jpg,6.36,6.72,がっつり
【簡単時短レシピ】レンジだけ！美味しいプリップリの鶏マヨの作り方 鶏肉料理,youtube,8yhkYk7mqW8,https://www.youtube.com/watch?v=8yhkYk7mqW8,8yhkYk7mqW8,https://www.youtube.com/watch?v=8yhkYk7mqW8,でんぼの簡単レンジ料理,easy,鶏肉、白身魚、ビーフン・フォー、ネギ、トマト、ショウガ、にんにく、チーズ、マヨネーズ,semi-rich,4,YouTube Data API収集,"chicken,whitefish,rice_noodles,green_onion,tomato,ginger,garlic,cheese,mayonnaise",鶏肉;魚介;麺;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/8yhkYk7mqW8/maxresdefault.jpg,6.5,6.7,ややがっつり
油を使わない「キャベツのチーズ焼き」材料２つ！まな板・包丁を使わずカットキャベツで簡単‼時短・節約レシピ・キャベツ簡単レシピ,youtube,BsmoJ9z2WN4,https://www.youtube.com/watch?v=BsmoJ9z2WN4,BsmoJ9z2WN4,https://www.youtube.com/watch?v=BsmoJ9z2WN4,DAIFUKU KITCHEN,normal,キャベツ、チーズ,rich,4,YouTube Data API収集,"cabbage,cheese",葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/BsmoJ9z2WN4/maxresdefault.jpg,6.85,7.01,がっつり
【150万回再生人気レシピ】レンジで簡単時短！ピリ辛タレが絶品！鶏むね肉がしっとりのよだれ鶏の作り方,youtube,firRdk0iGCY,https://www.youtube.com/watch?v=firRdk0iGCY,firRdk0iGCY,https://www.youtube.com/watch?v=firRdk0iGCY,Koh Kentetsu Kitchen【料理研究家コウケンテツ公式チャンネル】,normal,鶏肉、ビーフン・フォー、ネギ、レタス、ショウガ,light,2,YouTube Data API収集,"chicken,rice_noodles,green_onion,lettuce,ginger",鶏肉;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/firRdk0iGCY/maxresdefault.jpg,4.6,4.46,あっさり
【仕事から帰宅後に作る時短レシピ】安くておいしい最強レシピ/頑張らない晩ごはん/体力なし40代母の時短料理/簡単レシピ/簡単おかず,youtube,k-kPqW3bd-s,https://www.youtube.com/watch?v=k-kPqW3bd-s,k-kPqW3bd-s,https://www.youtube.com/watch?v=k-kPqW3bd-s,LiLy's room,normal,豚肉、鶏肉、白身魚、豆腐、厚揚げ、卵、ビーフン・フォー、キャベツ、ネギ、トマト、ブロッコリー、ごぼう、レンコン、昆布、チーズ、マヨネーズ,rich,4,YouTube Data API収集,"pork,chicken,whitefish,tofu,atsuage,egg,rice_noodles,cabbage,green_onion,tomato,broccoli,burdock,lotus_root,kombu,cheese,mayonnaise",肉類;鶏肉;魚介;豆腐・大豆系;卵;麺;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/k-kPqW3bd-s/maxresdefault.jpg,6.58,6.85,がっつり
【250万回再生人気レシピ】保存版！時短中華レシピ！おうちで簡単極旨！マーボー豆腐の作り方,youtube,50iEDfOOLQk,https://www.youtube.com/watch?v=50iEDfOOLQk,50iEDfOOLQk,https://www.youtube.com/watch?v=50iEDfOOLQk,Koh Kentetsu Kitchen【料理研究家コウケンテツ公式チャンネル】,normal,挽肉、豆腐、にら、ネギ、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"minced_meat,tofu,nira,green_onion,ginger,garlic",肉類;豆腐・大豆系;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/50iEDfOOLQk/maxresdefault.jpg,5.03,4.72,ややあっさり
フライパン・鍋不要【トマトパスタ】洗いもの無しで楽ちん！アイラップで時短レシピ,youtube,c01X7pkYaeE,https://www.youtube.com/watch?v=c01X7pkYaeE,c01X7pkYaeE,https://www.youtube.com/watch?v=c01X7pkYaeE,夫手取り17万円の節約ごはん,normal,パスタ、ほうれん草、トマト、にんにく、チーズ,rich,5,YouTube Data API収集,"pasta,spinach,tomato,garlic,cheese",麺;葉物野菜;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/c01X7pkYaeE/maxresdefault.jpg,6.5,7.4,がっつり
鍋不要【卵サンド】洗いもの無しで楽ちん！時短レシピ,youtube,2VXi95zG7Kc,https://www.youtube.com/watch?v=2VXi95zG7Kc,2VXi95zG7Kc,https://www.youtube.com/watch?v=2VXi95zG7Kc,夫手取り17万円の節約ごはん,normal,卵、バター、マヨネーズ、牛乳,rich,4,YouTube Data API収集,"egg,butter,mayonnaise,milk",卵;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/2VXi95zG7Kc/maxresdefault.jpg,8.25,7.85,がっつり
30分でぱぱっと節約夜ごはん🍚 #shorts,youtube,sVyNwag9oxU,https://www.youtube.com/watch?v=sVyNwag9oxU,sVyNwag9oxU,https://www.youtube.com/watch?v=sVyNwag9oxU,のんびり暮らしチャンネル,normal,鶏肉、挽肉、白身魚、豆腐、ネギ、わかめ、ショウガ、マヨネーズ,rich,4,YouTube Data API収集,"chicken,minced_meat,whitefish,tofu,green_onion,wakame,ginger,mayonnaise",鶏肉;肉類;魚介;豆腐・大豆系;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/sVyNwag9oxU/maxresdefault.jpg,6.5,6.8,がっつり
【時短晩ご飯】アラフォー主婦が10分で作る４人家族の一汁三菜〜土曜日のリアル晩ごはん〜,youtube,xwZYaz_HBz8,https://www.youtube.com/watch?v=xwZYaz_HBz8,xwZYaz_HBz8,https://www.youtube.com/watch?v=xwZYaz_HBz8,サッとさんのおうち,easy,鶏肉、ビーフン・フォー、キャベツ、トマト、しめじ,light,2,YouTube Data API収集,"chicken,rice_noodles,cabbage,tomato,shimeji",鶏肉;麺;葉物野菜;きのこ,warm,3,2,true,true,https://i.ytimg.com/vi/xwZYaz_HBz8/maxresdefault.jpg,4.42,4.35,あっさり
【1000万回再生】10歳から作ってるシンプルで一番大好きな卵チャーハン〈7分130円レシピ〉Fried Rice(simple ver),youtube,KXB4sNia2as,https://www.youtube.com/watch?v=KXB4sNia2as,KXB4sNia2as,https://www.youtube.com/watch?v=KXB4sNia2as,馬場ごはん〈ロバート〉Baba's Kitchen,easy,白身魚、卵、ご飯・米,semi-rich,3,YouTube Data API収集,"whitefish,egg,rice",魚介;卵;米,warm,3,2,false,true,https://i.ytimg.com/vi/KXB4sNia2as/maxresdefault.jpg,5.3,5.48,ややがっつり
【時短レシピ10選】10分でパパッと完成！スピードメニューレシピ♪｜macaroni（マカロニ）,youtube,qrCTLXlXQMM,https://www.youtube.com/watch?v=qrCTLXlXQMM,qrCTLXlXQMM,https://www.youtube.com/watch?v=qrCTLXlXQMM,macaroni | マカロニ,easy,豚肉、ベーコン、サバ、厚揚げ、卵、うどん、中華麺、キャベツ、napa_cabbage、にら、ネギ、もやし、トマト、なす、えのき茸、しいたけ、ショウガ、にんにく、チーズ、バター、マヨネーズ,semi-rich,4,YouTube Data API収集,"pork,bacon,mackerel,atsuage,egg,udon,noodles,cabbage,napa_cabbage,nira,green_onion,bean_sprouts,tomato,eggplant,enoki,shiitake,ginger,garlic,cheese,butter,mayonnaise",肉類;魚介;豆腐・大豆系;卵;麺;葉物野菜;きのこ;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/qrCTLXlXQMM/maxresdefault.jpg,6.27,6.56,ややがっつり
【時短弁当】満腹ガッツリ系お弁当１週間/bento,youtube,x1xmA7nUAbI,https://www.youtube.com/watch?v=x1xmA7nUAbI,x1xmA7nUAbI,https://www.youtube.com/watch?v=x1xmA7nUAbI,まとめ買い主婦【みいかわ】,normal,白身魚,light,2,YouTube Data API収集,whitefish,魚介,warm,3,2,false,true,https://i.ytimg.com/vi/x1xmA7nUAbI/maxresdefault.jpg,4.0,4.1,あっさり
帰宅15分で作る爆速夜ごはん🌝🐴 #ふわたまチキン#簡単レシピ #自炊 #2人暮らし #2人暮らし #天皇杯,youtube,wNCboGGIGDc,https://www.youtube.com/watch?v=wNCboGGIGDc,wNCboGGIGDc,https://www.youtube.com/watch?v=wNCboGGIGDc,Hanaの暮らし,easy,鶏肉,semi-rich,2,YouTube Data API収集,chicken,鶏肉,warm,3,2,true,true,https://i.ytimg.com/vi/wNCboGGIGDc/maxresdefault.jpg,6.0,5.3,ややがっつり
【ダイエットレシピ】週一以上食べてる爆速健康ワンパンご飯の作り方！【PFCバランス◎/時短/1人ご飯】,youtube,h_IcKPmseHs,https://www.youtube.com/watch?v=h_IcKPmseHs,h_IcKPmseHs,https://www.youtube.com/watch?v=h_IcKPmseHs,Marina Takewaki,normal,サケ、ツナ、卵、キャベツ、napa_cabbage、ほうれん草、にら、ネギ、トマト、にんにく,light,2,YouTube Data API収集,"salmon,canned_tuna,egg,cabbage,napa_cabbage,spinach,nira,green_onion,tomato,garlic",魚介;卵;葉物野菜;根菜,warm,4,3,true,true,https://i.ytimg.com/vi/h_IcKPmseHs/maxresdefault.jpg,3.77,3.96,あっさり
5児ママ〜30kg痩せた蒸し鶏のにらだれ〜,youtube,xgDCLN5YxgU,https://www.youtube.com/watch?v=xgDCLN5YxgU,xgDCLN5YxgU,https://www.youtube.com/watch?v=xgDCLN5YxgU,マイ,normal,にら,light,1,YouTube Data API収集,nira,葉物野菜,warm,3,2,false,true,https://i.ytimg.com/vi/xgDCLN5YxgU/maxresdefault.jpg,1.0,1.7,あっさり
【コレが正解そうめん弁当】#暮らし #料理 #裏技 #簡単 #時短 #ライフハック,youtube,unUs-j3CXHU,https://www.youtube.com/watch?v=unUs-j3CXHU,unUs-j3CXHU,https://www.youtube.com/watch?v=unUs-j3CXHU,ぱるん⌇ずぼらママを救う時短・節約術,normal,そうめん,semi-rich,2,YouTube Data API収集,somen,麺,warm,3,2,false,true,https://i.ytimg.com/vi/unUs-j3CXHU/maxresdefault.jpg,6.0,5.3,ややがっつり
【鬼の残業week】疲労困憊で作る超時短1週間レシピ,youtube,E4dLJwQtGe0,https://www.youtube.com/watch?v=E4dLJwQtGe0,E4dLJwQtGe0,https://www.youtube.com/watch?v=E4dLJwQtGe0,節約自炊リーマンよね,easy,豚肉、鶏肉、えび、卵、ネギ、トマト、玉ねぎ、にんじん、ショウガ、バター,rich,4,YouTube Data API収集,"pork,chicken,shrimp,egg,green_onion,tomato,onion,carrot,ginger,butter",肉類;鶏肉;魚介;卵;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/E4dLJwQtGe0/maxresdefault.jpg,6.7,6.92,がっつり
【味&ボリューム最高♡】安くておいしい簡単レシピ/20分あれば余裕/野菜が苦手な家族が大絶賛/時短レシピしか勝たん/時短料理,youtube,eqGBDZgJK7Y,https://www.youtube.com/watch?v=eqGBDZgJK7Y,eqGBDZgJK7Y,https://www.youtube.com/watch?v=eqGBDZgJK7Y,LiLy's room,normal,豚肉、白身魚、ツナ、油揚げ、ビーフン・フォー、小松菜、ネギ、もやし、レンコン,semi-light,2,YouTube Data API収集,"pork,whitefish,canned_tuna,aburaage,rice_noodles,komatsuna,green_onion,bean_sprouts,lotus_root",肉類;魚介;豆腐・大豆系;麺;葉物野菜;根菜,warm,4,3,true,true,https://i.ytimg.com/vi/eqGBDZgJK7Y/maxresdefault.jpg,5.32,4.89,ややあっさり
【朝ごはんに】マグカップ1つでできる！超簡単・時短レシピ 3選,youtube,l1cLc3JWuy4,https://www.youtube.com/watch?v=l1cLc3JWuy4,l1cLc3JWuy4,https://www.youtube.com/watch?v=l1cLc3JWuy4,Kurashiru [クラシル],easy,トマト、チーズ,rich,4,YouTube Data API収集,"tomato,cheese",葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/l1cLc3JWuy4/maxresdefault.jpg,6.85,6.91,がっつり
レンジで簡単🥟包まない小籠包 #料理 #レシピ #小籠包 #時短料理 #shorts,youtube,BKHdBp6HH_k,https://www.youtube.com/watch?v=BKHdBp6HH_k,BKHdBp6HH_k,https://www.youtube.com/watch?v=BKHdBp6HH_k,いとえり時短クッキング,easy,挽肉、ネギ、ショウガ,semi-light,2,YouTube Data API収集,"minced_meat,green_onion,ginger",肉類;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/BKHdBp6HH_k/maxresdefault.jpg,5.2,4.82,ややあっさり
フライパン1つ。丸めて焼くだけでやみつき！豚こま大葉チーズボール,youtube,bFw8Z3CK2mM,https://www.youtube.com/watch?v=bFw8Z3CK2mM,bFw8Z3CK2mM,https://www.youtube.com/watch?v=bFw8Z3CK2mM,簡単レシピ🤍東京OLむむちゃん,normal,豚肉、白身魚、にら、にんにく、チーズ、マヨネーズ,rich,5,YouTube Data API収集,"pork,whitefish,nira,garlic,cheese,mayonnaise",肉類;魚介;葉物野菜;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/bFw8Z3CK2mM/maxresdefault.jpg,6.64,7.38,がっつり
アンチが震えるほど味の素が入った醤油ラーメンが震えるほど旨い#味の素 #ラーメン,youtube,V0lIkh5CCcc,https://www.youtube.com/watch?v=V0lIkh5CCcc,V0lIkh5CCcc,https://www.youtube.com/watch?v=V0lIkh5CCcc,えびすごはん 料理研究家 えびすまさき,normal,白身魚、えび、ラーメン,semi-light,2,YouTube Data API収集,"whitefish,shrimp,ramen",魚介;麺,warm,3,2,false,true,https://i.ytimg.com/vi/V0lIkh5CCcc/maxresdefault.jpg,5.3,4.88,ややあっさり
夏は絶対これ！スタミナとろたまそうめん,youtube,9ssDFdjJwic,https://www.youtube.com/watch?v=9ssDFdjJwic,9ssDFdjJwic,https://www.youtube.com/watch?v=9ssDFdjJwic,ハマごはん【お手軽レシピ】,normal,卵、そうめん、ネギ、ショウガ、にんにく,light,2,YouTube Data API収集,"egg,somen,green_onion,ginger,garlic",卵;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/9ssDFdjJwic/maxresdefault.jpg,4.42,4.35,あっさり
【時短・簡単】スーパーの食材で本格チリコンカンの作り方｜ピリ辛＆旨い豆×ひき肉レシピ,youtube,XY8gMuiCbsU,https://www.youtube.com/watch?v=XY8gMuiCbsU,XY8gMuiCbsU,https://www.youtube.com/watch?v=XY8gMuiCbsU,Pato Cooking,normal,挽肉、白身魚、ネギ、トマト、玉ねぎ、にんにく、チーズ,rich,4,YouTube Data API収集,"minced_meat,whitefish,green_onion,tomato,onion,garlic,cheese",肉類;魚介;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/XY8gMuiCbsU/maxresdefault.jpg,6.64,6.88,がっつり
SNSでバズった！だし巻き玉子｜#簡単レシピ #時短レシピ #料理動画 #cooking #だし巻き玉子,youtube,7d_-4MYLTFA,https://www.youtube.com/watch?v=7d_-4MYLTFA,7d_-4MYLTFA,https://www.youtube.com/watch?v=7d_-4MYLTFA,ラクうま料理ちゃんねる,easy,白身魚、豆腐、卵,light,2,YouTube Data API収集,"whitefish,tofu,egg",魚介;豆腐・大豆系;卵,warm,3,2,false,true,https://i.ytimg.com/vi/7d_-4MYLTFA/maxresdefault.jpg,4.3,4.28,あっさり
【中華屋で働いる友達から教わった】【簡単きゅうり漬け】誰でも簡単に作れるのに超美味しい！#shorts #時短レシピ #料理,youtube,0g7__GEzRZc,https://www.youtube.com/watch?v=0g7__GEzRZc,0g7__GEzRZc,https://www.youtube.com/watch?v=0g7__GEzRZc,お任せCOOK,easy,白身魚、きゅうり,light,2,YouTube Data API収集,"whitefish,cucumber",魚介;葉物野菜,cold,3,2,true,true,https://i.ytimg.com/vi/0g7__GEzRZc/maxresdefault.jpg,2.95,3.47,あっさり
料理初心者でも失敗なし！簡単絶品ロコモコ丼,youtube,0PCxr-3cbY4,https://www.youtube.com/watch?v=0PCxr-3cbY4,0PCxr-3cbY4,https://www.youtube.com/watch?v=0PCxr-3cbY4,ハマごはん【お手軽レシピ】,easy,挽肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ、にんにく、チーズ、マヨネーズ,rich,4,YouTube Data API収集,"minced_meat,whitefish,egg,rice,green_onion,onion,garlic,cheese,mayonnaise",肉類;魚介;卵;米;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,1,true,true,https://i.ytimg.com/vi/0PCxr-3cbY4/maxresdefault.jpg,6.7,6.92,がっつり
世界一簡単な煮干しラーメン#時短#ラーメン#簡単レシピ#時短レシピ#レシピ#時短料理,youtube,UK9uEu5Oddw,https://www.youtube.com/watch?v=UK9uEu5Oddw,UK9uEu5Oddw,https://www.youtube.com/watch?v=UK9uEu5Oddw,えびすごはん 料理研究家 えびすまさき,normal,白身魚、えび、ラーメン,light,1,YouTube Data API収集,"whitefish,shrimp,ramen",魚介;麺,warm,3,2,false,true,https://i.ytimg.com/vi/UK9uEu5Oddw/maxresdefault.jpg,5.3,4.28,あっさり
これが一番の時短‼️オーブン同時に4品知らない人は、やってみて🤗🤍✨,youtube,SIA1mbhXjoM,https://www.youtube.com/watch?v=SIA1mbhXjoM,SIA1mbhXjoM,https://www.youtube.com/watch?v=SIA1mbhXjoM,みさこママl簡単褒められ時短レシピ,normal,挽肉、白身魚、えび、厚揚げ、キャベツ、小松菜、ネギ、にんじん、レンコン、えのき茸、ショウガ、チーズ、バター、マヨネーズ,semi-rich,4,YouTube Data API収集,"minced_meat,whitefish,shrimp,atsuage,cabbage,komatsuna,green_onion,carrot,lotus_root,enoki,ginger,cheese,butter,mayonnaise",肉類;魚介;豆腐・大豆系;葉物野菜;根菜;きのこ;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/SIA1mbhXjoM/maxresdefault.jpg,6.1,6.46,ややがっつり
揚げずに完成！本気で作った究極のチキン南蛮,youtube,YsZqyMumcY4,https://www.youtube.com/watch?v=YsZqyMumcY4,YsZqyMumcY4,https://www.youtube.com/watch?v=YsZqyMumcY4,ハマごはん【お手軽レシピ】,easy,鶏肉、白身魚、卵、ビーフン・フォー、ショウガ、マヨネーズ,rich,5,YouTube Data API収集,"chicken,whitefish,egg,rice_noodles,ginger,mayonnaise",鶏肉;魚介;卵;麺;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/YsZqyMumcY4/maxresdefault.jpg,6.97,7.68,がっつり
280円でできる簡単節約 辛ラーメンカルボナーラ,youtube,BkH3o6tzvzI,https://www.youtube.com/watch?v=BkH3o6tzvzI,BkH3o6tzvzI,https://www.youtube.com/watch?v=BkH3o6tzvzI,なかむ 手取り18万の簡単節約レシピ,normal,ベーコン、白身魚、卵、ラーメン、パスタ、チーズ、バター、牛乳,rich,4,YouTube Data API収集,"bacon,whitefish,egg,ramen,pasta,cheese,butter,milk",肉類;魚介;卵;麺;チーズ・バター・マヨ系,warm,4,3,false,true,https://i.ytimg.com/vi/BkH3o6tzvzI/maxresdefault.jpg,7.62,7.37,がっつり
火を使わないナスの煮浸し🍆レンジ4分！時短レシピだよ〜オススメ✌️麺つゆアレンジタレで超簡単。#なす#なすレシピ#レンジ#レンジレシピ#簡単#簡単レシピ#時短レシピ#麺つゆ#ナスの煮びたし,youtube,J3U90T7UF54,https://www.youtube.com/watch?v=J3U90T7UF54,J3U90T7UF54,https://www.youtube.com/watch?v=J3U90T7UF54,まーたん,easy,なす,light,1,YouTube Data API収集,eggplant,葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/J3U90T7UF54/maxresdefault.jpg,1.0,1.7,あっさり
やみつきダレで絶品❤️ズッキーニの重ね蒸し #料理 #レシピ #時短料理 #スッキーニ #ズッキーニレシピ #shorts,youtube,ML1CPn35o48,https://www.youtube.com/watch?v=ML1CPn35o48,ML1CPn35o48,https://www.youtube.com/watch?v=ML1CPn35o48,いとえり時短クッキング,easy,豚肉、なす,light,1,YouTube Data API収集,"pork,eggplant",肉類;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/ML1CPn35o48/maxresdefault.jpg,5.55,4.43,あっさり
